Latitude, Longitude, Distance from origin when error introduced exceeds 0.1 metres
37.983917, 23.72935989999996,1.4349629022861192
39.90403, 116.40752599999996,1.1703623871443256
30.0444196, 31.23571160000006,2.074589821896259
50.1109221, 8.682126700000026,1.1566954716058166
22.396428, 114.1094970000,1.380418821981947
38.7222524, -9.139336599999979,1.561048684790474
51.5073509, -0.12775829999998223,0.9354233039787697
40.4167754, -3.7037901999999576,0.3369089165563915
-37.814107, 144.96327999999994,1.273972957725508
55.755826, 37.6173,1.349976347711518
19.0759837, 72.87765590000004,2.5066893422632512
28.635308, 77.22496000000001,1.817884824732931
48.856614, 2.3522219000000177,0.8672101682189142
-22.9082998, -43.19707729999999,0.7848878188138536
41.8723889, 12.48018019999995,1.4278411612294222
31.230416, 121.473701,1.7238952335401203
35.696111, 51.423055999999974,0.9940356265797539
35.6894875, 139.69170639999993,1.601475048877071
48.2081743, 16.37381890000006,1.460887950716327
47.3686498, 8.539182500000,1.4173706059624382
