Latitude, Longitude, Distance from origin when error introduced exceeds 1 metre
37.983917, 23.72935989999996,4.482389112217275
39.90403, 116.40752599999996,4.563804471456968
30.0444196, 31.23571160000006,7.71232436719468
50.1109221, 8.682126700000026,4.139882301407097
22.396428, 114.1094970000,12.737841762272536
38.7222524, -9.139336599999979,4.274400459429201
51.5073509, -0.12775829999998223,3.9108131733208635
40.4167754, -3.7037901999999576,0.8625687777750206
-37.814107, 144.96327999999994,4.759831847507905
55.755826, 37.6173,3.8171410019708736
19.0759837, 72.87765590000004,7.296485857281683
28.635308, 77.22496000000001,10.645664085281625
48.856614, 2.3522219000000177,4.0934277605727445
-22.9082998, -43.19707729999999,3.3057969868224606
41.8723889, 12.48018019999995,4.564462754843674
31.230416, 121.473701,8.18573229595508
35.696111, 51.423055999999974,4.9315880048350325
35.6894875, 139.69170639999993,4.8921203527369235
48.2081743, 16.37381890000006,3.784471100458447
47.3686498, 8.539182500000,3.908834640673289
